Codigo;Nombre;CodigoPadre
H612;CERUMEN IMPACTADO;H61
H613;ESTENOSIS ADQUIRIDA DEL CONDUCTO AUDITIVO EXTERNO;H61
H618;OTROS TRASTORNOS ESPECIFICADOS DEL OIDO EXTERNO;H61
H619;TRASTORNO DEL OIDO EXTERNO, NO ESPECIFICADO;H61
H62;TRASTORNOS DEL OIDO EXTERNO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;NULL
H620;OTITIS EXTERNA EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE;H62
H621;OTITIS EXTERNA EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE;H62
H622;OTITIS EXTERNA EN MICOSIS;H62
H623;OTITIS EXTERNA EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PATE;H62
H624;OTITIS EXTERNA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PATE;H62
H628;OTROS TRASTORNOS DEL OIDO EXTERNO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;H62
H65;OTITIS MEDIA NO SUPURATIVA;NULL
H650;OTITIS MEDIA AGUDA SEROSA;H65
H651;OTRA OTITIS MEDIA AGUDA, NO SUPURATIVA;H65
H652;OTITIS MEDIA CRONICA SEROSA;H65
H653;OTITIS MEDIA CRONICA MUCOIDE;H65
H654;OTRAS OTITIS MEDIAS CRONICAS NO SUPURATIVAS;H65
H659;OTITIS MEDIA NO SUPURATIVA, SIN OTRA ESPECIFICACION;H65
H66;OTITIS MEDIA SUPURATIVA Y LA NO ESPECIFICADA;NULL
H660;OTITIS MEDIA SUPURATIVA AGUDA;H66
H661;OTITIS MEDIA TUBOTIMPANICA SUPURATIVA CRONICA;H66
H662;OTITIS MEDIA SUPURATIVA CRONICA ATICOANTRAL;H66
H663;OTRAS OTITIS MEDIAS CRONICAS SUPURATIVAS;H66
H664;OTITIS MEDIA SUPURATIVA, SIN OTRA ESPECIFICACION;H66
H669;OTITIS MEDIA, NO ESPECIFICADA;H66
H67;OTITIS MEDIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;NULL
H670;OTITIS MEDIA EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE;H67
H671;OTITIS MEDIA EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE;H67
H678;OTITIS MEDIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;H67
H68;INFLAMACION Y OBSTRUCCION DE LA TROMPA DE EUSTAQUIO;NULL
H680;SALPINGITIS EUSTAQUIANA;H68
H681;OBSTRUCCION DE LA TROMPA DE EUSTAQUIO;H68
H69;OTROS TRASTORNOS DE LA TROMPA DE EUSTAQUIO;NULL
H690;DISTENSION DE LA TROMPA DE EUSTAQUIO;H69
H698;OTROS TRASTORNOS ESPECIFICADOS DE LA TROMPA DE EUSTAQUIO;H69
H699;TRASTORNO DE LA TROMPA DE EUSTAQUIO, NO ESPECIFICADO;H69
H70;MASTOIDITIS Y AFECCIONES RELACIONADAS;NULL
H700;MASTOIDITIS AGUDA;H70
H701;MASTOIDITIS CRONICA;H70
H702;PETROSITIS;H70
H708;OTRAS MASTOIDITIS Y AFECCIONES RELACIONADAS;H70
H709;MASTOIDITIS, NO ESPECIFICADA;H70
H71;COLESTEATOMA DEL OIDO MEDIO;NULL
H72;PERFORACION DE LA MEMBRANA TIMPANICA;NULL
H720;PERFORACION CENTRAL DE LA MEMBRANA TIMPANICA;H72
H721;PERFORACION ATICA DE LA MEMBRANA TIMPANICA;H72
H722;OTRAS PERFORACIONES MARGINALES DE LA MEMBRANA TIMPANICA;H72
H728;OTRAS PERFORACIONES DE LA MEMBRANA TIMPANICA;H72
H729;PERFORACION DE LA MEMBRANA TIMPANICA, SIN OTRA ESPECIFICACION;H72
H73;OTROS TRASTORNOS DE LA MEMBRANA TIMPANICA;NULL
H730;MIRINGITIS AGUDA;H73
H731;MIRINGITIS CRONICA;H73
H738;OTROS TRASTORNOS ESPECIFICADOS DE LA MEMBRANA TIMPANICA;H73
H739;TRASTORNO DE LA MEMBRANA TIMPANICA, NO ESPECIFICADO;H73
H74;OTROS TRASTORNOS DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDES;NULL
H740;TIMPANOSCLEROSIS;H74
H741;ENFERMEDAD ADHESIVA DEL OIDO MEDIO;H74
H742;DISCONTINUIDAD Y DISLOCACION DE LOS HUESECILLOS DEL OIDO;H74
H743;OTRAS ANORMALIDADES ADQUIRIDAS DE LOS HUESECILLOS DEL OIDO;H74
H744;POLIPO DEL OIDO MEDIO;H74
H748;OTROS TRASTORNOS ESPECIFICADOS DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDES;H74
H749;TRASTORNO DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDES, NO ESPECIFICADO;H74
H75;OTROS TRASTORNOS DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDESEN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;NULL
H750;MASTOIDITIS EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE;H75
H758;OTROS TRASTORNOS ESPECIFICADOS DEL OIDO MEDIO Y DE LA APOFISIS MASTOIDES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;H75
H80;OTOSCLEROSIS;NULL
H800;OTOSCLEROSIS QUE AFECTA LA VENTANA OVAL, NO OBLITERANTE;H80
H801;OTOSCLEROSIS QUE AFECTA LA VENTANA OVAL, OBLITERANTE;H80
H802;OSTOSCLEROSIS COCLEAR;H80
H808;OTRAS OTOSCLEROSIS;H80
H809;OTOSCLEROSIS, NO ESPECIFICADA;H80
H81;TRASTORNOS DE LA FUNCION VESTIBULAR;NULL
H810;ENFERMEDAD DE MENIERE;H81
H811;VERTIGO PAROXISTICO BENIGNO;H81
H812;NEURONITIS VESTIBULAR;H81
H813;OTROS VERTIGOS PERIFERICOS;H81
H814;VERTIGO DE ORIGEN CENTRAL;H81
H818;OTROS TRASTORNOS DE LA FUNCION VESTIBULAR;H81
H819;TRASTORNO DE LA FUNCION VESTIBULAR, NO ESPECIFICADO;H81
H82;SINDROMES VERTIGINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;NULL
H83;OTROS TRASTORNOS DEL OIDO INTERNO;NULL
H830;LABERINTITIS;H83
H831;FISTULA DEL LABERINTO;H83
H832;DISFUNCION DEL LABERINTO;H83
H833;EFECTOS DEL RUIDO SOBRE EL OIDO INTERNO;H83
H838;OTROS TRASTORNOS ESPECIFICADOS DEL OIDO INTERNO;H83
H839;TRASTORNO DEL OIDO INTERNO, NO ESPECIFICADO;H83
H90;HIPOACUSIA CONDUCTIVA Y NEUROSENSORIAL;NULL
H900;HIPOACUSIA CONDUCTIVA BILATERAL;H90
H901;HIPOACUSIA CONDUCTIVA, UNILATERAL CON AUDICION IRRESTRICTA CONTRALATERAL;H90
H902;HIPOACUSIA CONDUCTIVA, SIN OTRA ESPECIFICACION;H90
H903;HIPOACUSIA NEUROSENSORIAL, BILATERAL;H90
H904;HIPOACUSIA NEUROSENSORIAL, UNILATERAL CON AUDICION IRRESTRICTA CONTRALATERAL;H90
H905;HIPOACUSIA NEUROSENSORIAL, SIN OTRA ESPECIFICACION;H90
H906;HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, BILATERAL;H90
H907;HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, UNILATERAL CON AUDICION IRRESTRICTA CONTRALATERAL;H90
H908;HIPOACUSIA MIXTA CONDUCTIVA Y NEUROSENSORIAL, NO ESPECIFICADA;H90
H91;OTRAS HIPOACUSIAS;NULL
H910;HIPOACUSIA OTOTOXICA;H91
H911;PRESBIACUSIA;H91
H912;HIPOACUSIA SUBIDA IDIOPATICA;H91
H913;SORDOMUDEZ, NO CLASIFICADA EN OTRA PARTE;H91
H918;OTRAS HIPOACUSIAS ESPECIFICADAS;H91
H919;HIPOACUSIA, NO ESPECIFICADA;H91
H92;OTALGIA Y SECRECION DEL OIDO;NULL
H920;OTALGIA;H92
H921;OTORREA;H92
H922;OTORRAGIA;H92
H93;OTROS TRASTORNOS DEL OIDO NO CLASIFICADOS EN OTRA PARTE;NULL
H930;TRASTORNOS DEGENERATIVOS Y VASCULARES DEL OIDO;H93
H931;TINNITUS;H93
H932;OTRAS PERCEPCIONES AUDITIVAS ANORMALES;H93
H933;TRASTORNOS DEL NERVIO AUDITIVO;H93
H938;OTROS TRASTORNOS ESPECIFICADOS DEL OIDO;H93
H939;TRASTORNO DEL OIDO, NO ESPECIFICADO;H93
H94;OTROS TRASTORNOS DEL OIDO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;NULL
H940;NEURITIS DEL NERVIO AUDITIVO EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE;H94
H948;OTROS TRASTORNOS DEL OIDO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;H94
H95;TRASTORNOS DEL OIDO Y DE LA APOFISIS MASTOIDES CONSECUTIVOS A PROCEDIMIENTOS NO CLASIFICADOS EN OTRA PARTE;NULL
H950;COLESTEATOMA RECURRENTE DE LA CAVIDAD RESULTANTE DE LA MASTOIDECTOMIA;H95
H951;OTROS TRASTORNOS POSTERIORES A LA MASTOIDECTOMIA;H95
H958;OTROS TRASTORNOS DEL OIDO Y DE LA APOFISIS MASTOIDES, CONSECUTIVOS A PROCEDIMIENTOS;H95
H959;TRASTORNOS NO ESPECIFICADOS DEL OIDO Y DE LA APOFISIS MASTOIDES, CONSECUTIVOS A PROCEDIMIENTOS;H95
I00;FIEBRE REUMATICA SIN MENCION DE COMPLICACION CARDIACA;NULL
I01;FIEBRE REUMATICA CON COMPLICACION CARDIACA;NULL
I010;PERICARDITIS REUMATICA AGUDA;I01
I011;ENDOCARDITIS REUMATICA AGUDA;I01
I012;MIOCARDITIS REUMATICA AGUDA;I01
I018;OTRAS ENFERMEDADES REUMATICAS AGUDAS DEL CORAZON;I01
I019;ENFERMEDAD REUMATICA AGUDA DEL CORAZON, NO ESPECIFICADA;I01
I02;COREA REUMATICA;NULL
I020;COREA REUMATICA CON COMPLICACION CARDIACA;I02
I029;COREA REUMATICA SIN MENCION DE COMPLICACION CARDIACA;I02
I05;ENFERMEDADES REUMATICAS DE LA VALVULA MITRAL;NULL
I050;ESTENOSIS MITRAL;I05
I051;INSUFICIENCIA MITRAL REUMATICA;I05
I052;ESTENOSIS MITRAL CON INSUFICIENCIA;I05
I058;OTRAS ENFERMEDADES DE LA VALVULA MITRAL;I05
I059;ENFERMEDAD VALVULAR MITRAL, NO ESPECIFICADA;I05
I06;ENFERMEDADES REUMATICAS DE LA VALVULA AORTICA;NULL
I060;ESTENOSIS AORTICA REUMATICA;I06
I061;INSUFICIENCIA AORTICA REUMATICA;I06
I062;INSUFICIENCIA AORTICA REUMATICA CON INSUFICIENCIA;I06
I068;OTRAS ENFERMEDADES REUMATICAS DE LA VALVULA AORTICA;I06
I069;ENFERMEDAD VALVULAR AORTICA REUMATICA, NO ESPECIFICADA;I06
I07;ENFERMEDADES REUMATICAS DE LA VALVULA TRICUSPIDE;NULL
I070;ESTENOSIS TRICUSPIDE;I07
I071;INSUFICIENCIA TRICUSPIDE;I07
I072;ESTENOSIS E INSUFICIENCIA TRICUSPIDE;I07
I078;OTRAS ENFERMEDADES DE LA VALVULA TRICUSPIDE;I07
I079;ENFERMEDAD DE LA VALVULA TRICUSPIDE, NO ESPECIFICADA;I07
I08;ENFERMEDADES VALVULARES MULTIPLES;NULL
I080;TRASTORNOS DE LAS VALVULAS MITRAL Y AORTICA;I08
I081;TRASTORNOS DE LAS VALVULAS MITRAL Y TRICUSPIDE;I08
I082;TRASTORNOS DE LAS VALVULAS AORTICA Y TRICUSPIDE;I08
I083;TRASTORNOS COMBINADOS DE LAS VALVULAS MITRAL, TRICUSPIDE Y AORTICA;I08
I088;OTRAS ENFERMEDADES DE MULTIPLES VALVULAS;I08
I089;ENFERMEDAD DE MULTIPLES VALVULAS, NO ESPECIFICADA;I08
I09;OTRAS ENFERMEDADES REUMATICAS DEL CORAZON;NULL
I090;MIOCARDITIS REUMATICA;I09
I091;ENFERMEDADES REUMATICAS DEL ENDOCARDIO, VALVULA NO ESPECIFICADA;I09
I092;PERICARDITIS REUMATICA CRONICA;I09
I098;OTRAS ENFERMEDADES REUMATICAS ESPECIFICADAS DEL CORAZON;I09
I099;ENFERMEDAD REUMATICA DEL CORAZON, NO ESPECIFICADA;I09
I10;HIPERTENSION ESENCIAL (PRIMARIA);NULL
I11;ENFERMEDAD CARDIACA HIPERTENSIVA;NULL
I110;ENFERMEDAD CARDIACA HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA);I11
I119;ENFERMEDAD CARDIACA HIPERTENSIVA SIN INSUFICIENCIA CARDIACA (CONGESTIVA);I11
I12;ENFERMEDAD RENAL HIPERTENSIVA;NULL
I120;ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;I12
I129;ENFERMEDAD RENAL HIPERTENSIVA SIN INSUFICIENCIA RENAL;I12
I13;ENFERMEDAD CARDIORRENAL HIPERTENSIVA;NULL
I130;ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA);I13
I131;ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA RENAL;I13
I132;ENFERMEDAD CARDIORRENAL HIPERTENSIVA CON INSUFICIENCIA CARDIACA (CONGESTIVA) E INSUFICIENCIA RENAL;I13
I139;ENFERMEDAD CARDIORRENAL HIPERTENSIVA, NO ESPECIFICADA;I13
I15;HIPERTENSION SECUNDARIA;NULL
I150;HIPERTENSION RENOVASCULAR;I15
I151;HIPERTENSION SECUNDARIA A OTROS TRASTORNOS RENALES;I15
I152;HIPERTENSION SECUNDARIA A TRASTORNOS ENDOCRINOS;I15
I158;OTROS TIPOS DE HIPERTENSION SECUNDARIA;I15
I159;HIPERTENSION SECUNDARIA, NO ESPECIFICADA;I15
I20;ANGINA DE PECHO;NULL
I200;ANGINA INESTABLE;I20
I201;ANGINA DE PECHO CON ESPASMO DOCUMENTADO;I20
I208;OTRAS FORMAS ESPECIFICADAS DE ANGINA DE PECHO;I20
I209;ANGINA DE PECHO, NO ESPECIFICADA;I20
I21;INFARTO AGUDO DEL MIOCARDIO;NULL
I210;INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR;I21
I211;INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED INFERIOR;I21
I212;INFARTO AGUDO TRANSMURAL DEL MIOCARDIO DE OTROS SITIOS;I21
I213;INFARTO TRANSMURAL AGUDO DEL MIOCARDIO, DE SITIO NO ESPECIFICADO;I21
I214;INFARTO SUBENDOCARDICO AGUDO DEL MIOCARDIO;I21
I219;INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION;I21
I22;INFARTO SUBSECUENTE DEL MIOCARDIO;NULL
I220;INFARTO SUBSECUENTE DEL MIOCARDIO DE LA PARED ANTERIOR;I22
I221;INFARTO SUBSECUENTE DEL MIOCARDIO DE LA PARED INFERIOR;I22
I228;INFARTO SUBSECUENTE DEL MIOCARDIO DE OTROS SITIOS;I22
I229;INFARTO SUBSECUENTE DEL MIOCARDIO DE PARTE NO ESPECIFICADA;I22
I23;CIERTAS COMPLICACIONES PRESENTES POST ERIORES AL INFARTO AGUDO DEL MIOCARDIO;NULL
I230;HEMOPERICARDIO COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO;I23
I231;DEFECTO DEL TABIQUE AURICULAR COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO DEL MIOCARDIO;I23
I232;DEFECTO DEL TABIQUE VENTRICULAR COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO DEL MIOCARDIO;I23
I233;RUPTURA DE LA PARED CARDIACA SIN HEMOPERICARDIO COMO COMPILACION PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO;I23
I234;RUPTURA DE LAS CUERDAS TENDINOSAS COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO;I23
I235;RUPTURA DE MUSCULO PAPILAR COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO;I23
I236;TROMBOSIS DE LA AURICULA, APENDICE AURICULAR Y VENTRICULO COMO COMPLICACION PRESENTE POSTERIOR AL INFARTO AGUDO DEL MIOCARDIO;I23
I238;OTRAS COMPLICACIONES PRESENTES POSTERIORES AL INFARTO AGUDO DEL MIOCARDIO;I23
I24;OTRAS ENFERMEDADES ISQUEMICAS AGUDAS DEL CORAZON;NULL
I240;TROMBOSIS CORONARIA QUE NO RESULTA EN INFARTO DEL MIOCARDIO;I24
I241;SINDROME DE DRESSLER;I24
I248;OTRAS FORMAS DE ENFERMEDAD ISQUEMICA AGUDA DEL CORAZON;I24
I249;ENFERMEDAD ISQUEMICA AGUDA DEL CORAZON, NO ESPECIFICADA;I24
I25;ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;NULL
I250;ENFERMEDAD CARDIOVASCULAR ATEROSCLEROTICA, ASI DESCRITA;I25
I251;ENFERMEDAD ATEROSCLEROTICA DEL CORAZON;I25
I252;INFARTO ANTIGUO DEL MIOCARDIO;I25
I253;ANEURISMA CARDIACO;I25
I254;ANEURISMA DE ARTERIA CORONARIA;I25
I255;CARDIOMIOPATIA ISQUEMICA;I25
I256;ISQUEMIA SILENTE DEL MIOCARDIO;I25
I258;OTRAS FORMAS DE ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON;I25
I259;ENFERMEDAD ISQUEMIA CRONICA DEL CORAZON, NO ESPECIFICADA;I25
I26;EMBOLIA PULMONAR;NULL
I260;EMBOLIA PULMONAR CON MENCION DE CORAZON PULMONAR AGUDO;I26
I269;EMBOLIA PULMONAR SIN MENCION DE CORAZON PULMONAR AGUDO;I26
I27;OTRAS ENFERMEDADES CARDIOPULMONARES;NULL
I270;HIPERTENSION PULMONAR PRIMARIA;I27
I271;ENFERMEDAD CIFOSCOLIOTICA DEL CORAZON;I27
I272;OTRAS HIPERTENSIONES PULMONARES SECUNDARIAS;I27
I278;OTRAS ENFERMEDADES CARDIOPULMONARES ESPECIFICADAS;I27
I279;ENFERMEDAD PULMONAR DEL CORAZON, NO ESPECIFICADA;I27
I28;OTRAS ENFERMEDADES VASOS PULMONARES;NULL
I280;FISTULA ARTERIOVENOSA DE LOS VASOS PULMONARES;I28
I281;ANEURISMA DE LA ARTERIA PULMONAR;I28
I288;OTRAS ENFERMEDADES ESPECIFICADAS DE LOS VASOS PULMONARES;I28
I289;ENFERMEDAD DE LOS VASOS PULMONARES, NO ESPECIFICADA;I28
I30;PERICARDITIS AGUDA;NULL
I300;PERICARDITIS IDIOPATICA AGUDA INESPECIFICA;I30
I301;PERICARDITIS INFECCIOSA;I30
I308;OTRAS FORMAS DE PERICARDITIS AGUDA;I30
I309;PERICARDITIS AGUDA, NO ESPECIFICADA;I30
I31;OTRAS ENFERMEDADES DEL PERICARDIO;NULL
I310;PERICARDITIS CRONICA ADHESIVA;I31
I311;PERICARDITIS CONSTRICTIVA CRONICA;I31
I312;HEMOPERICARDIO, NO CLASIFICADO EN OTRA PARTE;I31
I313;DERRAME PERICARDICO (NO INFLAMATORIO);I31
I318;OTRAS ENFERMEDADES ESPECIFICADAS DEL PERICARDIO;I31
I319;ENFERMEDAD DEL PERICARDIO, NO ESPECIFICADA;I31
I32;PERICARDITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;NULL
I320;PERICARDITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE;I32
I321;PERICARDITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE;I32
I328;PERICARDITIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;I32
I33;ENDOCARDITIS AGUDA Y SUBAGUDA;NULL
I330;ENDOCARDITIS INFECCIOSA AGUDA Y SUBAGUDA;I33
I339;ENDOCARDITIS AGUDA, NO ESPECIFICADA;I33
I34;TRASTORNOS NO REUMATICOS DE LA VALVULA MITRAL;NULL
I340;INSUFICIENCIA (DE LA VALVULA) MITRAL;I34
I341;PROLAPSO (DE LA VALVULA) MITRAL;I34
I342;ESTENOSIS (DE LA VALVULA) MITRAL, NO REUMATICA;I34
I348;OTROS TRASTORNOS NO REUMATICOS DE LA VALVULA MITRAL;I34
I349;TRASTORNO MITRAL NO REUMATICO, NO ESPECIFICADO;I34
I35;TRASTORNOS NO REUMATICOS DE LA VALVULA AORTICA;NULL
I350;ESTENOSIS (DE LA VALVULA) AORTICA;I35
I351;INSUFICIENCIA (DE LA VALVULA) AORTICA;I35
I352;ESTENOSIS (DE LA VALVULA) AORTICA CON INSUFICIENCIA;I35
I358;OTROS TRASTORNOS DE LA VALVULA AORTICA;I35
I359;TRASTORNO DE LA VALVULA AORTICA, NO ESPECIFICADO;I35
I36;TRASTORNOS NO REUMATICOS DE LA VALVULA TRICUSPIDE;NULL
I360;ESTENOSIS NO REUMATICA (DE LA VALVULA) TRICUSPIDE);I36
I361;INSUFICIENCIA NO REUMATICA (DE LA VALVULA) TRICUSPIDE;I36
I362;ESTENOSIS CON INSUFICIENCIA NO REUMATICA (DE LA VALVULA) TRICUSPIDE;I36
I368;OTROS TRASTORNOS NO REUMATICOS DE LA VALVULA TRICUSPIDE;I36
I369;TRASTORNO NO REUMATICO DE LA VALVULA TRICUSPIDE, NO ESPECIFICADO;I36
I37;TRASTORNOS DE LA VALVULA PULMONAR;NULL
I370;ESTENOSIS DE LA VALVULA PULMONAR;I37
I371;INSUFICIENCIA DE LA VALVULA PULMONAR;I37
I372;ESTENOSIS DE LA VALVULA PULMONAR CON INSUFICIENCIA;I37
I378;OTROS TRASTORNOS DE LA VALVULA PULMONAR;I37
I379;TRASTORNO DE LA VALVULA PULMONAR, NO ESPECIFICADO;I37
I38;ENDOCARDITIS, VALVULA NO ESPECIFICADA;NULL
I39;ENDOCARDITIS Y TRASTORNOS VALVULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;NULL
I390;TRASTORNOS DE LA VALVULA MITRAL EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;I39
I391;TRASTORNOS DE LA VALVULA AORTICA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;I39
I392;TRASTORNOS DE LA VALVULA TRICUSPIDE EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;I39
I393;TRASTORNOS DE LA VALVULA PULMONAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;I39
I394;TRASTORNOS DE LA VALVULARES MULTIPLES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;I39
I398;ENDOCARDITIS, VALVULA NO ESPECIFICADA, EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;I39
I40;MIOCARDITIS AGUDA;NULL
I400;MIOCARDITIS INFECCIOSA;I40
I401;MIOCARDITIS AISLADA;I40
I408;OTRAS MIOCARDITIS AGUDAS;I40
I409;MIOCARDITIS AGUDA, NO ESPECIFICADA;I40
I41;MIOCARDITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;NULL
I410;MIOCARDITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE;I41
I411;MIOCARDITIS EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE;I41
I412;MIOCARDITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE;I41
I418;MIOCARDITIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;I41
I42;CARDIOMIOPATIA;NULL
I420;CARDIOMIOPATIA DILATADA;I42
I421;CARDIOMIOPATIA HIPERTROFICA OBSTRUCTIVA;I42
I422;OTRAS CARDIOMIOPATIA HIPERTROFICAS;I42
I423;ENFERMEDAD ENDOMIOCARDICA (EOSINOFILICA);I42
I424;FIBROELASTOSIS ENDOCARDICA;I42
I425;OTRAS CARDIOMIOPATIAS RESTRICTIVAS;I42
I426;CARDIOMIOPATIA ALCOHOLICA;I42
I427;CARDIOMIOPATIA DEBIDA A DROGAS Y A OTROS AGENTES EXTERNOS;I42
I428;OTRAS CARDIOMIOPATIA;I42
I429;CARDIOMIOPATIA, NO ESPECIFICADA;I42
I43;CARDIOMIOPATIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE;NULL
I430;CARDIOMIOPATIA EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE;I43
I431;CARDIOMIOPATIA EN ENFERMEDADES METABOLICAS;I43
I432;CARDIOMIOPATIA EN ENFERMEDADES NUTRICIONALES;I43
I438;CARDIOMIOPATIA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE;I43
I44;BLOQUEO AURICULOVENTRICULAR Y DE RAMA IZQUIERDA DEL HAZ;NULL
I440;BLOQUEO AURICULOVENTRICULAR DE PRIMER GRADO;I44
I441;BLOQUEO AURICULOVENTRICULAR DE SEGUNDO GRADO;I44
I442;BLOQUEO AURICULOVENTRICULAR COMPLETO;I44
I443;OTROS TIPOS DE BLOQUEO AURICULOVENTRICULAR Y LOS NO ESPECIFICADOS;I44
I444;BLOQUEO FASCICULAR ANTERIOR IZQUIERDO;I44
I445;BLOQUEO FASCICULAR POSTERIOR IZQUIERDO;I44
I446;OTROS TIPOS DE BLOQUEO FASCICULAR Y LOS NO ESPECIFICADOS;I44
I447;BLOQUEO DE RAMA IZQUIERDA DEL HAZ, SIN OTRA ESPECIFICACION;I44
I45;OTROS TRASTORNOS DE LA CONDUCCION;NULL
I450;BLOQUEO FASCICULAR DERECHO;I45
I451;OTROS TIPOS DE BLOQUEO DE RAMA DERECHA DEL HAZ Y LOS NO ESPECIFICADOS;I45
I452;BLOQUEO BIFASCICULAR;I45
I453;BLOQUEO TRIFASCICULAR;I45
I454;BLOQUEO INTRAVENTRICULAR NO ESPECIFICADO;I45
I455;OTROS TIPOS ESPECIFICADOS DE BLOQUEO DEL CORAZON;I45
I456;SINDROME DE PREEXCITACION;I45
I458;OTROS TRASTORNOS ESPECIFICADOS DE LA CONDUCCION;I45
I459;TRASTORNO DE LA CONDUCCION, NO ESPECIFICADO;I45
I46;PARO CARDIACO;NULL
I460;PARO CARDIACO CON RESUCITACION EXITOSA;I46
I461;MUERTE CARDIACA SUBITA, ASI DESCRITA;I46
I469;PARO CARDIACO, NO ESPECIFICADO;I46
I47;TAQUICARDIA PAROXISTICA;NULL
I470;ARRITMIA POR REENTRADA VENTRICULAR;I47
I471;TAQUICARDIA SUPRAVENTRICULAR;I47
I472;TAQUICARDIA VENTRICULAR;I47
I479;TAQUICARDIA PAROXISTICA, NO ESPECIFICADA;I47
I48;FIBRILACION Y ALETEO AURICULAR;NULL
I49;OTRAS ARRITMIAS CARDIACAS;NULL
I490;FIBRILACION Y ALETEO VENTRICULAR;I49
I491;DESPOLARIZACION AURICULAR PREMATURA;I49
I492;DESPOLARIZACION PREMATURA NODAL;I49
I493;DESPOLARIZACION VENTRICULAR PREMATURA;I49
I494;OTROS TIPOS DE DESPOLARIZACION PREMATURA Y LOS NO ESPECIFICADOS;I49
I495;SINDROME DEL SENO ENFERMO;I49
I498;OTRAS ARRITMIAS CARDIACAS ESPECIFICADAS;I49
I499;ARRITMIA CARDIACA, NO ESPECIFICADA;I49
I50;INSUFICIENCIA CARDIACA;NULL
I500;INSUFICIENCIA CARDIACA CONGESTIVA;I50
